"uniqueid","site.name","depth","age","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","TAXODIUM","CACTACEAE","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","pollensum","ambrosia.proportion","artemisia.proportion","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NA_L2KEY","NA_L1KEY","Shape_Leng","Shape_Area","category","MeanT","Mean.Diurnal.RangeT","Isothermality","TSeasonality","MaxTWarm","MinTCold","TAnnRange","MeanTWetQ","MeanTDryQ","MeanTWarmQ","MeanTColdQ","AnnP","PrecipWetMonth","PrecipDryMonth","PrecipSeasonality","PrecipWetQ","PrecipDryQ","PrecipWarmQ","PrecipColdQ","long.1","lat.1"
402,"Dog Ear Lake",22,-34,1,43.170225,-99.893725,14231,0,0,74,0,32,6,1,0,152,16,87,0,4,0,0,0,0,0,0,0,0,39.5,38,0,0,37,0,0,16,0,0,8,1,0,0,4,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.5,0.14189837008629,0.0613614573346117,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",89.4284744262695,141,31,10556.6474609375,317.428466796875,-127.05436706543,444.482849121094,197.428466796875,-49.0543632507324,224.428466796875,-49.0543632507324,564.977111816406,89,11,59.4159660339355,260.054351806641,40.0543632507324,230.05436706543,40.0543632507324,-99.893725,43.170225
403,"Sheridan State Fishing Lake",NA,-54,1,39.36248,-100.22989,14236,0,0,64,0,17,12,0,0,91,26,2,0,0,0,0,0,0,0,0,0,1,127,12.5,0,0,26,0,0,12,0,0,40,7,0,0,8,0,0,63,0,0,0,0,0,1,0,0,2,0,0,1,0,10,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.5,0.120868744098206,0.0321057601510859,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",116.943199157715,154.95654296875,35,9696.6083984375,335.928161621094,-95.0150527954102,430.943206787109,215.943206787109,-8.02840042114258,241.95654296875,-8.02840042114258,534.198791503906,91.0283966064453,10,60.9715995788574,250.085205078125,35.0284004211426,223.085205078125,35.0284004211426,-100.22989,39.36248
404,"Hippie 2 Pond",NA,-59,1,38.127245,-96.480785,14419,0,0,98,0,4,37,0,9,43,56,22,0,15,0,8,0,0,0,0,0,0,23,38,0,4,46,0,0,61,0,0,18,9,0,1,0,0,0,4,0,1,0,0,0,0,1,0,4,3,0,8,0,23,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0.180811808118081,0.00738007380073801,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",126.797058105469,129.797058105469,31,9647.1298828125,327.799133300781,-82.9968719482422,410.795989990234,223.797058105469,-4,246.797058105469,-4,875.415893554688,137.602005004883,22,48,341.804931640625,76,323.804931640625,76,-96.480785,38.127245
405,"Alkali Lake",NA,-35,1,46.025635,-97.38487,14448,0,0,116,0,35,4,5,0,81,6,17,0,0,0,0,0,0,0,0,0,2,135,44,1,0,105,0,0,18,0,0,5,15,0,0,9,1,5,11,0,4,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,3,0,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0.18125,0.0546875,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",57.4936752319336,129,26,12310.701171875,294.843597412109,-192.156402587891,487,183.843597412109,-111.506324768066,207.843597412109,-111.506324768066,498.768249511719,86,12,59.5852012634277,224.091522216797,36.0915260314941,221.676727294922,36.0915260314941,-97.38487,46.025635
406,"Carthage",NA,-60,1,44.181435,-97.702015,19921,0,0,44,0,11,7,0,0,38,0,6,0,0,1,0,0,0,0,0,0,0,180,6.5,0,0,42,0,0,7,0,0,5,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0.125356125356125,0.0313390313390313,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",72.8787994384766,128.421203613281,27,11635.43359375,302,-163,465,192.370147705078,-84.1212005615234,216.878799438477,-84.1212005615234,561.772827148438,92.5787963867188,12,54.4913520812988,245.087448120117,41.578800201416,229.157592773438,41.578800201416,-97.702015,44.181435
407,"Duck",NA,-60,1,44.217615,-93.81586,19947,0,1,66,0,7,3,0,2,17,0,2,0,0,0,0,0,0,0,0,0,1,218,26,2,0,85,0,1,19,0,0,4,0,0,0,1,0,20,0,0,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0.136929460580913,0.0145228215767635,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",66,120,26,11645.13671875,284,-172.695510864258,456.695495605469,207,-94.5735092163086,207,-94.5735092163086,758.167114257812,107,19,50.042308807373,316.226715087891,66.9576873779297,316.226715087891,66.9576873779297,-93.81586,44.217615
408,"George Lake",NA,-60,1,44.2329,-93.87066,19962,0,3,51,0,3,5,2,1,19,0,0,0,0,4,0,1,0,0,0,0,2,114,18,1,0,54,0,11,60,0,0,11,10,0,0,1,2,0,2,0,0,7,2,1,0,0,8,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0.128140703517588,0.00753768844221105,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",66.3476028442383,120,26,11621.0078125,284.347595214844,-171.774398803711,456.122009277344,207.347595214844,-93.6523971557617,207.347595214844,-93.6523971557617,755.633972167969,107.347602844238,19,50.1220016479492,315.347595214844,66.8779983520508,315.347595214844,66.8779983520508,-93.87066,44.2329
409,"Perch Lake",NA,-60,1,43.94359,-90.7984,19974,1,5,23,0,2,4,6,0,2,0,0,0,0,12,0,1,0,0,0,0,1,88,92.5,10,0,23,0,0,20,0,0,8,3,0,8,7,1,47,0,0,0,4,2,15,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.5,0.0587484035759898,0.00510855683269476,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",67.2212600708008,124.082832336426,27,11108.1552734375,285.221252441406,-163.232803344727,448.454071044922,189.221267700195,-86.4048004150391,202.221267700195,-86.4048004150391,822.177185058594,105.745170593262,23,45,313.895141601562,80,307.521209716797,80,-90.7984,43.94359
410,"Perch Lake",NA,-60,1,43.94359,-90.7984,19975,0,0,32,0,1,9,5,0,2,0,1,0,0,4,0,0,0,0,0,0,0,133,44,1,0,68,0,6,21,0,0,2,1,0,3,0,0,36,0,0,0,1,4,8,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0.082687338501292,0.00258397932816537,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",67.2212600708008,124.082832336426,27,11108.1552734375,285.221252441406,-163.232803344727,448.454071044922,189.221267700195,-86.4048004150391,202.221267700195,-86.4048004150391,822.177185058594,105.745170593262,23,45,313.895141601562,80,307.521209716797,80,-90.7984,43.94359
411,"Shell Shock Pond",NA,-62,1,43.903915,-102.270935,26347,0,0,13,0,31,3,1,0,43,15,79,0,0,0,1,0,0,1,0,0,0,150,66,4,0,11,0,1,8,0,0,1,2,0,0,0,3,1,11,0,0,0,0,1,3,0,0,4,0,2,0,0,1,4,1,0,1,1,0,3,0,9,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,482,0.0269709543568465,0.0643153526970954,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",83.0568313598633,151,33,10253.15625,315.550384521484,-129.565231323242,445.115600585938,187.056823730469,-49,216,-49,430.766845703125,78,9,65,210.884399414062,31.4496288299561,177.825622558594,31.4496288299561,-102.270935,43.903915
412,"Site 78 (Delcourt  et al. 1983)",0,NA,NA,30.3,-89.83,657,0,0,11,0,0,10,0,3,3,8,3,1,6,1,3,0,0,10,1,0,14,19,165,1,0,107,0,1,55,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0.0239130434782609,1e-05,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",19565463.088,313800677998,"NoArtemisia",195.145202636719,117.085594177246,40,6187.2626953125,329,41.2511978149414,287.748809814453,266.145202636719,201.521194458008,270.039215087891,112.145202636719,1528.00402832031,156,74.3759994506836,16,434.499206542969,314.145202636719,420.623992919922,413.815582275391,-89.83,30.3
413,"GMM094",0,NA,NA,54.466667,-115.666667,912,0,0,0,0,13,3,52,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,320,0,0,4,0,0,0,0,0,9,0,1,24,0,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,1e-05,0.0225694444444444,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoAmbrosia",5.17482423782349,130.204406738281,30,10248.158203125,209.334411621094,-220.785995483398,430.120422363281,128.334411621094,-54.2731742858887,128.334411621094,-132.869995117188,579.18798828125,105.477584838867,21,64,294.477600097656,73,294.477600097656,76.318000793457,-115.666667,54.466667
414,"GMM103",0,NA,NA,53.333333,-111.583333,916,0,0,0,0,60,2,53,0,10,0,24,0,0,0,0,0,0,0,0,0,0,17,230,0,0,26,0,4,0,0,0,25,0,1,26,0,113,2,8,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,615,1e-05,0.0975609756097561,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"NoAmbrosia",19.7035999298096,118,26,11465.216796875,231.499801635742,-213.516204833984,445.015991210938,155.703598022461,-46.2963981628418,155.703598022461,-136.296401977539,426.921600341797,78.2964019775391,14.2964000701904,65,218.296401977539,51.8126029968262,218.296401977539,55.3288078308105,-111.583333,53.333333
415,"JHMN29 (McAndrews and Wright 1969)",0,NA,NA,48.916667,-108.133333,1312,0,0,4,0,79,11,4,0,41,2,9,0,0,0,0,0,0,0,0,0,0,27,87,0,0,56,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0.0122324159021407,0.241590214067278,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",41.7082443237305,147.27815246582,31.4897537231445,10701.2392578125,276.854949951172,-184.080154418945,460.935119628906,151.576797485352,-83.5904006958008,174.576797485352,-101.080154418945,324.69970703125,61.0801544189453,11.1314458847046,59.9282150268555,157.802001953125,38.3430442810059,139.291748046875,38.4231986999512,-108.133333,48.916667
416,"Stations 77-81 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,53.75,-102.67,2522,0,0,0,0,31,18,176,0,32,1,34,0,3,0,0,0,0,0,0,0,0,28,267,0,0,34,0,1,1,0,0,50,2,0,105,0,177,1,19,0,0,3,2,0,2,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,1e-05,0.0307539682539683,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoAmbrosia",1.35920786857605,113.695602416992,22,13653.2880859375,243,-269,512,165,-162.64079284668,165,-185.64079284668,445,74,15,52,201,55,201,55,-102.67,53.75
417,"Station 109 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,50.05,-105.05,2544,0,0,0,0,243,39,10,0,186,1,66,0,55,0,0,1,0,0,0,0,0,15,148,0,0,139,0,0,1,0,0,14,7,0,8,0,12,6,28,0,1,3,0,1,8,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,1e-05,0.240118577075099,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"NoAmbrosia",34,127,26,11939.83984375,268.233184814453,-203.540145874023,471.773345947266,157.233200073242,-105.438003540039,180.795196533203,-126.438003540039,356.868927001953,65.8689422607422,12,58.8689422607422,167.6357421875,43,158.868942260742,43,-105.05,50.05
418,"Strum",0,NA,NA,44.554722,-91.392222,2679,0,0,54,0,1,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,21,0,0,26,0,0,6,4,0,61,0,3,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0.242152466367713,0.00448430493273543,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",64.0436019897461,123.871597290039,27,11326.18359375,282.043609619141,-172.828002929688,454.871612548828,201.043594360352,-92.8280029296875,201.043594360352,-92.8280029296875,821.654663085938,108.828002929688,20,48,318.046234130859,75.1284027099609,318.046234130859,75.1284027099609,-91.392222,44.554722
419,"Rock",0,NA,NA,43.081389,-88.931667,2749,0,0,95,0,5,1,8,10,14,0,0,0,1,0,0,1,0,0,0,0,0,0,34,0,0,21,0,0,135,0,0,2,12,0,3,0,0,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0.270655270655271,0.0142450142450142,"8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.2  CENTRAL USA PLAINS","8  EASTERN TEMPERATE FORESTS",6558125.21217,225913769038,"BothPresent",79.9003982543945,117.697639465332,27,10622.9072265625,289.647186279297,-135,424.647186279297,197.97477722168,-66,209.672424316406,-66,824.510864257812,99,28,36.0996017456055,294.444427490234,103.344841003418,292,103.344841003418,-88.931667,43.081389
420,"Krieder Reservoir",7,-47,1,47.09593,-107.47632,14140,0,0,2,0,42.5,10,4,0,296.5,6,12,0,0,0,0,0,0,0,0,0,0,37,77,0,0,69,0,0,1,0,0,5,0,0.5,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,5,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.5,0.00335289186923722,0.0712489522212909,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",64.6083984375,156,34,10094.12890625,302.500579833984,-151.960403442383,454.460998535156,167.500595092773,-64.9107971191406,194.677795410156,-67.5688018798828,345.328430175781,64.9306106567383,9,62.930606842041,163.930603027344,35,132.499404907227,35,-107.47632,47.09593
421,"New Underwood Dam",NA,-54,1,44.107485,-102.841905,14145,0,0,32,5,31,6,0,0,43.5,27,24,0,0,0,0,0,0,0,0,0,0,158,99.5,2,0,91,0,0,6,0,0,19,3,0,0,4,2,2,4,0,0,0,0,6,0,0,0,0,0,1,0,0,4,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0.0551724137931034,0.053448275862069,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",83.4574584960938,141.360794067383,32,10019.998046875,307.937866210938,-125.480400085449,433.418243408203,184.480392456055,-28.1196002960205,213.937850952148,-44.5999984741211,420.066833496094,79.062141418457,9,64.1195983886719,206.066833496094,33,174.004684448242,33,-102.841905,44.107485
422,"Tallgrass 2 Pond",NA,-59,1,38.40737,-96.560305,14392,0,0,177,1,4,65,0,2,80,35,17,0,4,0,4,0,0,0,0,0,0,17,6,0,1,20,1,0,35,0,0,10,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,5,0,14,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0.332706766917293,0.0075187969924812,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",128.975997924805,130.98600769043,31,9725.076171875,331.375610351562,-82.0139923095703,413.389587402344,226.381607055664,-3.02399611473083,249.381607055664,-3.02399611473083,858.441589355469,134.604400634766,21,48.6043968200684,337.208801269531,74,311.208801269531,74,-96.560305,38.40737
423,"Ferrell Upland Pond",NA,-59,1,37.580095,-96.542475,14396,0,0,262,0,2,59,0,6,34,13,13,0,3,0,24,0,0,0,0,0,0,16,10,0,1,37,0,0,34,0,0,5,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,4,0,4,0,5,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0.47377938517179,0.00361663652802893,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",132.005996704102,130.607192993164,32.0036087036133,9313.875,328.006011962891,-69.9976043701172,398.003601074219,225.005996704102,7.00839281082153,248.008392333984,7.00839281082153,916.396423339844,127.987998962402,25,42.9976081848145,339.985595703125,92,312.981994628906,92,-96.542475,37.580095
424,"Unnamed Stock Dam",NA,-37,1,45.190535,-102.75903,14466,0,0,13,0,96,6,1,0,63,16,63,0,0,0,0,0,0,0,0,0,0,193,59.5,0,0,91,1,0,5,0,0,1,1,2,0,3,1,1,2,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,6,0,0,1,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,642.5,0.0202334630350195,0.149416342412451,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",67.27392578125,150.859603881836,32,10910.9404296875,307.993133544922,-158.859603881836,466.852722167969,178.578796386719,-77,206.578796386719,-77,400.776550292969,78.72607421875,8,67.4452743530273,200.147277832031,28.1403999328613,166.006866455078,28.1403999328613,-102.75903,45.190535
425,"Gibbs Lake",NA,-60,1,42.782095,-89.18066,21727,0,1,51,0,0,1,1,10,8,0,1,0,0,0,0,1,0,0,0,0,2,86,25,0,0,41,0,9,86,0,0,6,10,0,0,0,0.5,0,1,0,0,2,1,1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.5,0.142259414225941,1e-05,"8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.2  CENTRAL USA PLAINS","8  EASTERN TEMPERATE FORESTS",6558125.21217,225913769038,"NoArtemisia",78.0697479248047,117,27,10521.5849609375,283.975738525391,-134.954498291016,418.930236816406,207.069747924805,-65.9302520751953,207.069747924805,-65.9302520751953,844.463500976562,100.930252075195,28,37,301.696746826172,102,301.696746826172,102,-89.18066,42.782095
426,"Aermo Pond",NA,-62,1,42.73046,-101.194555,26353,0,0,92,0,6,8,0,0,65,15,43,0,0,0,8,0,4,0,0,0,0,274,52,0,0,9,0,1,4,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,6,0,0,2,0,12,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0.149350649350649,0.00974025974025974,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",84.9067993164062,152,34,9990.5478515625,312.490570068359,-125.557121276855,438.047668457031,186.954483032227,-44.0932006835938,213.511596679688,-44.0932006835938,491.810150146484,84,9,64.5360794067383,242.927841186523,34,215.418395996094,34,-101.194555,42.73046
427,"Wardsg28",0,NA,NA,42.3,-89.93,38,0,0,10,0,0,1,5,31,3,0,0,0,0,0,0,18,0,0,0,0,2,12,8,0,0,152,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0.032051282051282,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",80.2491912841797,115.642402648926,27,10484.8134765625,282.976806640625,-133.085205078125,416.061981201172,208.24919128418,-64.0232086181641,208.24919128418,-64.0232086181641,894.309204101562,107.91480255127,30.9148006439209,36,311.914794921875,107.91480255127,311.914794921875,107.91480255127,-89.93,42.3
428,"English River",0,NA,NA,43.4,-90.5,50,0,0,52,0,0,3,0,40,6,0,0,0,3,0,0,2,0,0,0,0,0,1,16,0,0,69,0,0,85,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0.168284789644013,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",70.0460433959961,121.79322052002,27,10782.673828125,282.839263916016,-154.106002807617,436.945281982422,189.046051025391,-78.3127746582031,201.046051025391,-78.3127746582031,838.215026855469,104.029975891113,24.9700241088867,42.0299758911133,308.190704345703,88.611198425293,304.084716796875,88.611198425293,-90.5,43.4
429,"GMM078",0,NA,NA,54.333333,-111.166667,903,0,0,0,0,18,1,101,0,2,0,10,0,0,0,0,0,0,0,0,0,0,4,130,0,0,3,0,0,0,0,0,12,0,2,31,0,280,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1e-05,0.03,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoAmbrosia",11.7855186462402,122.32039642334,26,11762.830078125,229.105911254883,-231.491287231445,460.597198486328,150.785522460938,-72.8798065185547,150.785522460938,-149.534881591797,447.528411865234,83.214485168457,14,64.4167175292969,227.79296875,53.7977638244629,227.79296875,55.6795997619629,-111.166667,54.333333
